"Analysis","Pipeline version","Sample","MGnify ID","Experiment type","Assembly","ENA run","ENA WGS sequence set"
"MGYA00046784","2.0","ERS689168","MGYS00000974","metagenomic",,"ERR833315",
"MGYA00046498","2.0","ERS689391","MGYS00000974","metagenomic",,"ERR833601",
"MGYA00046547","2.0","ERS689320","MGYS00000974","metagenomic",,"ERR833527",
"MGYA00046537","2.0","ERS689228","MGYS00000974","metagenomic",,"ERR833396",
"MGYA00046638","2.0","ERS689251","MGYS00000974","metagenomic",,"ERR833446",
"MGYA00046803","2.0","ERS689370","MGYS00000974","metagenomic",,"ERR833580",
"MGYA00046536","2.0","ERS689224","MGYS00000974","metagenomic",,"ERR833391",
"MGYA00046497","2.0","ERS689390","MGYS00000974","metagenomic",,"ERR833600",
"MGYA00046769","2.0","ERS689265","MGYS00000974","metagenomic",,"ERR833464",
"MGYA00046568","2.0","ERS689350","MGYS00000974","metagenomic",,"ERR833560",
"MGYA00046624","2.0","ERS689323","MGYS00000974","metagenomic",,"ERR833530",
"MGYA00046678","2.0","ERS689157","MGYS00000974","metagenomic",,"ERR833301",
"MGYA00046755","2.0","ERS689339","MGYS00000974","metagenomic",,"ERR833549",
"MGYA00046679","2.0","ERS689156","MGYS00000974","metagenomic",,"ERR833300",
"MGYA00046533","2.0","ERS689322","MGYS00000974","metagenomic",,"ERR833529",
